AreaNum,AreaName,S_L99,S_LR99,SLRLC99,SLRUC99,EL99,PEL99,PELLCI99,PELUCI99,S_L00,S_LR00,SLRLC00,SLRUC00,EL00,PEL00,PELLCI00,PELUCI00,S_L01,S_LR01,SLRLC01,SLRUC01,EL01,PEL01,PELLCI01,PELUCI01,S_L02,S_LR02,SLRLC02,SLRUC02,EL02,PEL02,PELLCI02,PELUCI02,S_L03,S_LR03,SLRLC03,SLRUC03,EL03,PEL03,PELLCI03,PELUCI03,S_L04,S_LR04,SLRLC04,SLRUC04,EL04,PEL04,PELLCI04,PELUCI04,S_L05,S_LR05,SLRLC05,SLRUC05,EL05,PEL05,PELLCI05,PELUCI05,S_L06,S_LR06,SLRLC06,SLRUC06,EL06,PEL06,PELLCI06,PELUCI06,S_L07,S_LR07,SLRLC07,SLRUC07,EL07,PEL07,PELLCI07,PELUCI07,S_L08,S_LR08,SLRLC08,SLRUC08,EL08,PEL08,PELLCI08,PELUCI08,S_L09,S_LR09,SLRLC09,SLRUC09,EL09,PEL09,PELLCI09,PELUCI09,S_L10,S_LR10,SLRLC10,SLRUC10,EL10,PEL10,PELLCI10,PELUCI10,S_L11,S_LR11,SLRLC11,SLRUC11,EL11,PEL11,PELLCI11,PELUCI11,S_L12,S_LR12,SLRLC12,SLRUC12,EL12,PEL12,PELLCI12,PELUCI12,S_L13,S_LR13,SLRLC13,SLRUC13,EL13,PEL13,PELLCI13,PELUCI13,TOT_POP,WHITE,HISP,BLACK,ASIAN,OTHER,LT_HS,HS,SOME_COLL,ASSOC,BACH,GRAD_PROF,NATIVE,FOR_BORN,ONLY_ENGLISH,NOT_ENGLISH,LING_ISO,ENGLISH,SPANISH,POLISH,CHINESE,TAGALOG,ARABIC,KOREAN,OTHER_ASIAN,OTHER_EURO,OTHER_UNSPEC,P_Crowd,P_LT_Pov,PM16UNEMP,PO25NoHS,PU18O64,PC_Income,Hardship,NumKits,NumMT5,MT5_PC,MT5_P_kit,Kit_PC,OneN_Kit
37,Fuller Park,220,565.6,490.9,640.3,87,39.5,33,46,194,498.7,428.5,568.9,66,34,27.3,40.7,157,418.7,353.2,484.2,44,28,21,35,180,498.6,425.8,571.4,40,22.2,16.1,28.3,172,497.1,422.8,571.4,22,12.8,7.8,17.8,162,488,412.9,563.1,27,16.7,11,22.4,168,528.3,448.4,608.2,15,8.9,4.6,13.2,139,457.2,381.2,533.2,10,7.2,2.9,11.5,152,524.1,440.8,607.4,9,5.9,2.1,9.7,172,625.5,532,719,4,2.3,0,0,148,567,475.7,658.3,0,0,0,0,93,376.5,303.9,461.2,1,1.1,0,0,121,489.9,402.6,577.2,3,2.5,0,0,134,543,480,605,7,5.2,1.5,9,141,571,509,633,4,2.8,0.1,5.6,2457,123,141,2175,16,2,472,648,318,143,122,77,2200,114,2182,132,49,2182,77,26,6,0,1,0,0,16,6,3.2,51.2,33.9,26.6,44.9,10432,97,4,2.00000000000,0.000814001,0.5,0.001628002,614.25
63,Gage Park,1682,280.1,266.7,293.5,177,10.5,9,12,1948,324.5,310.1,338.9,162,8.3,7.1,9.5,2283,383,367.3,398.7,147,6.4,5.4,7.4,2432,410.9,394.6,427.2,142,5.8,4.9,6.7,2826,481,463.3,498.7,124,4.4,3.6,5.2,2911,499.1,481,517.2,117,4,3.3,4.7,3266,564.1,544.8,583.4,88,2.7,2.1,3.3,3275,569.9,550.4,589.4,68,2.1,1.6,2.6,3308,579.9,560.1,599.7,47,1.4,1,1.8,3359,593.4,573.3,613.5,40,1.2,0.8,1.6,3298,587,567,607,23,0.7,0.4,1,3090,554.3,534.8,573.8,19,0.6,0.3,0.9,3291,590.3,570.1,610.5,25,0.8,0.5,1.1,3107,557,544,570,26,0.8,0.5,1.2,2994,537,524,550,16,0.5,0.3,0.8,40926,1432,37904,1352,191,47,9616,8262,2586,1082,945,378,20504,17133,4810,32827,14519,4810,32458,83,72,37,32,42,2,75,26,15.8,23.4,18.2,51.5,38.8,12171,93,27,9.00000000000,0.000219909,0.333333333,0.000659727,1515.777778
56,Garfield Ridge,449,136.9,124.2,149.6,26,5.8,3.6,8,486,148.2,135,161.4,16,3.3,1.7,4.9,518,158.5,144.9,172.1,17,3.3,1.8,4.8,536,164.6,150.7,178.5,7,1.3,0.3,2.3,607,187.1,172.2,202,6,1,0.2,1.8,637,197,181.7,212.3,6,0.9,0.1,1.7,829,257.3,239.8,274.8,8,1,0.3,1.7,840,261.7,244,279.4,4,0.5,0,0,887,277.3,259.1,295.5,1,0.1,0,0,946,296.8,277.9,315.7,6,0.6,0.1,1.1,962,302.9,283.8,322,6,0.6,0.1,1.1,961,303.7,284.5,322.9,0,0,0,0,1123,354.9,334.1,375.7,1,0.1,0,0,1016,321,305,337,5,0.5,0.1,0.9,992,314,297,330,2,0.2,0,0.5,35470,16196,17229,1431,305,309,4634,7342,5065,2009,3501,1745,25138,8159,18024,15273,5793,18024,11721,2856,138,45,70,17,1,421,4,2.6,8.8,11.3,19.3,38.1,26353,32,114,51.00000000000,0.001437835,0.447368421,0.003213984,311.1403509
38,Grand Boulevard,1900,463.5,442.7,484.3,353,18.6,16.9,20.3,1563,381.3,362.4,400.2,275,17.6,15.7,19.5,1127,289.3,272.4,306.2,156,13.8,11.8,15.8,1119,302.9,285.2,320.6,100,8.9,7.2,10.6,1194,342,322.6,361.4,54,4.5,3.3,5.7,996,302.8,284,321.6,42,4.2,3,5.4,920,298.1,278.8,317.4,34,3.7,2.5,4.9,799,277.1,257.9,296.3,16,2,1,3,853,318.2,296.8,339.6,23,2.7,1.6,3.8,1046,422.1,396.5,447.7,28,2.7,1.7,3.7,1151,505.7,476.5,534.9,18,1.6,0.9,2.3,1026,494.9,464.6,525.2,19,1.9,1.1,2.7,1224,590.4,557.3,623.5,12,1,0.4,1.6,1258,607,586,628,14,1.1,0.5,1.7,1113,537,515,558,10,0.9,0.3,1.5,22056,570,373,20503,89,521,2177,3232,4050,1001,2028,1917,19850,487,19500,837,236,19500,433,10,5,19,0,8,0,180,182,3.3,29.3,24.3,15.9,39.5,23472,57,27,5.00000000000,0.000226696,0.185185185,0.001224157,816.8888889
69,Greater Grand Crossing,1504,337.8,320.7,354.9,377,25.1,22.9,27.3,1436,322.6,305.9,339.3,328,22.8,20.6,25,1692,389.1,370.6,407.6,318,18.8,16.9,20.7,1663,391.8,373,410.6,258,15.5,13.8,17.2,1882,454.5,434,475,202,10.7,9.3,12.1,1826,452.2,431.5,472.9,177,9.7,8.3,11.1,1797,456.8,435.7,477.9,109,6.1,5,7.2,1803,470.8,449.1,492.5,61,3.4,2.6,4.2,1863,499.9,477.2,522.6,63,3.4,2.6,4.2,1799,496.5,473.6,519.4,43,2.4,1.7,3.1,1795,509.9,486.3,533.5,43,2.4,1.7,3.1,1592,466,443.1,488.9,37,2.3,1.6,3,1550,453.7,431.1,476.3,29,1.9,1.2,2.6,1718,503,486,520,31,1.8,1.2,2.4,1697,497,480,514,18,1.1,0.6,1.5,32461,431,387,31301,5,337,3208,6402,6363,1750,2221,1011,29659,530,29237,952,417,29237,482,6,5,0,0,1,0,155,303,3.6,29.6,23,16.5,41,17285,66,38,13.00000000000,0.000400481,0.342105263,0.001170636,854.2368421
55,Hegewisch,135,147.7,122.8,172.6,7,5.2,1.5,8.9,115,125.8,102.8,148.8,8,7,2.4,11.6,143,156.8,131.1,182.5,6,4.2,0.9,7.5,144,158.1,132.3,183.9,2,1.4,0,0,196,215.6,185.4,245.8,0,0,0,0,198,218.3,187.9,248.7,0,0,0,0,235,259.4,226.2,292.6,2,0.9,0,0,177,195.8,167,224.6,2,1.1,0,0,221,245,212.7,277.3,3,1.4,0,0,232,257.8,224.6,291,0,0,0,0,244,271.4,237.3,305.5,3,1.2,0,0,254,283.2,248.4,318,1,0.4,0,0,268,298.8,263,334.6,3,1.1,0,0,227,253,225,282,1,0.4,0,1.3,227,253,225,282,2,0.9,0,2.1,9182,4114,4604,447,0,17,1004,2394,1673,473,750,422,7579,1218,5693,3105,959,5693,2697,194,12,0,78,0,0,123,0,3.3,17.1,9.6,19.2,42.9,22677,44,15,4.00000000000,0.000435635,0.266666667,0.001633631,612.1333333
20,Hermosa,1098,310.6,292.2,329,131,11.9,10,13.8,1193,337.5,318.3,356.7,109,9.1,7.5,10.7,1358,389.2,368.5,409.9,113,8.3,6.8,9.8,1294,375.7,355.2,396.2,82,6.3,5,7.6,1414,416.1,394.4,437.8,68,4.8,3.7,5.9,1332,397.4,376.1,418.7,51,3.8,2.8,4.8,1302,393.7,372.3,415.1,31,2.4,1.6,3.2,1235,378.7,357.6,399.8,21,1.7,1,2.4,1248,388.2,366.7,409.7,22,1.8,1.1,2.5,1279,403.6,381.5,425.7,20,1.6,0.9,2.3,1360,435.3,412.2,458.4,22,1.6,0.9,2.3,1278,415.2,392.4,438,15,1.2,0.6,1.8,1215,394.7,372.5,416.9,9,0.7,0.2,1.2,1283,417,399,434,9,0.7,0.2,1.2,1225,398,381,415,4,0.3,0,0.6,24450,1900,21321,502,384,343,6185,3712,2520,809,1222,613,13864,8557,3677,18744,8632,3677,17949,408,0,130,0,31,80,146,0,6.9,20.5,13.1,41.6,36.4,15089,71,14,6.00000000000,0.000245399,0.428571429,0.000572597,1746.428571
23,Humboldt park,3355,348.4,336.6,360.2,870,25.9,24.4,27.4,3156,327.7,316.3,339.1,706,22.4,20.9,23.9,3261,348.8,336.8,360.8,537,16.5,15.2,17.8,3249,358.3,346,370.6,486,15,13.8,16.2,3103,353.2,340.8,365.6,350,11.3,10.2,12.4,2738,322,309.9,334.1,254,9.3,8.2,10.4,2991,363.8,350.8,376.8,191,6.4,5.5,7.3,3028,381.5,367.9,395.1,119,3.9,3.2,4.6,2999,391.7,377.7,405.7,99,3.3,2.7,3.9,3002,407.1,392.5,421.7,63,2.1,1.6,2.6,3248,458,442.2,473.8,65,2,1.5,2.5,3025,444.2,428.4,460,39,1.3,0.9,1.7,3049,447.7,431.8,463.6,41,1.3,0.9,1.7,2931,430,419,442,42,1.4,1,1.9,2759,405,393,417,29,1.1,0.7,1.4,56248,3258,30847,20912,305,926,9743,10490,6241,1570,3298,1242,41374,9980,25928,25426,10609,25928,24694,207,15,152,33,25,89,167,44,14.8,33.9,17.3,35.4,38,13781,85,65,19.00000000000,0.00033779,0.292307692,0.001155597,865.3538462
41,Hyde Park,366,213,191.2,234.8,28,7.7,5,10.4,360,209.5,187.9,231.1,26,7.2,4.5,9.9,428,254.3,230.2,278.4,27,6.3,4,8.6,474,287.8,261.9,313.7,24,5.1,3.1,7.1,614,380.9,350.8,411,14,2.3,1.1,3.5,577,366.1,336.2,396,8,1.4,0.4,2.4,573,371.8,341.4,402.2,11,1.9,0.8,3,506,336.2,306.9,365.5,9,1.8,0.6,3,486,330.6,301.2,360,11,2.3,1,3.6,385,268.5,241.7,295.3,5,1.3,0,0,409,292.4,264.1,320.7,2,0.5,0,0,430,315.5,285.7,345.3,4,0.9,0,0,503,369,336.8,401.2,0,0,0,0,535,393,367,418,5,0.9,0.1,1.7,555,407,381,433,1,0.2,0,0.5,26573,12539,2101,7621,3249,1063,583,1209,2036,523,4563,8097,20419,5034,19142,6311,1464,19142,1768,290,1539,125,180,207,539,1207,456,1.5,18.4,8.4,4.3,26.2,39056,14,187,23.00000000000,0.00086554,0.122994652,0.007037218,142.1016043
16,Irving Park,1629,257.3,244.8,269.8,96,5.9,4.8,7,1736,274.2,261.3,287.1,89,5.1,4.1,6.1,1802,289.2,275.8,302.6,95,5.3,4.3,6.3,1695,276.4,263.2,289.6,76,4.5,3.5,5.5,1785,295.8,282.1,309.5,57,3.2,2.4,4,1517,255.6,242.7,268.5,59,3.9,2.9,4.9,1774,303.9,289.8,318,39,2.2,1.5,2.9,1677,292.2,278.2,306.2,14,0.8,0.4,1.2,1683,298.4,284.1,312.7,25,1.5,0.9,2.1,1745,314.8,300,329.6,10,0.6,0.2,1,1755,322.4,307.3,337.5,19,1.1,0.6,1.6,1642,307.1,292.2,322,20,1.2,0.7,1.7,1783,333.5,318,349,11,0.6,0.2,1,1699,318,305,330,16,0.9,0.5,1.4,1672,313,300,325,9,0.5,0.2,0.9,55417,22975,24733,1543,4579,1587,6439,8484,6888,2446,9833,4713,34119,17149,24519,26749,11849,24519,19044,1939,285,1836,780,74,708,1641,442,6.3,13.1,10,22.4,31.6,27249,34,299,106.00000000000,0.00191277,0.35451505,0.005395456,185.3411371
11,Jefferson Park,283,132.2,116.8,147.6,4,1.4,0,0,316,147.6,131.3,163.9,5,1.6,0,0,307,143.7,127.6,159.8,4,1.3,0,0,320,150,133.6,166.4,4,1.3,0,0,379,178.1,160.2,196,5,1.3,0,0,332,156.3,139.5,173.1,1,0.3,0,0,412,194.3,175.5,213.1,1,0.2,0,0,397,187.6,169.1,206.1,3,0.8,0,0,474,224.4,204.2,244.6,5,1.1,0,0,481,228.3,207.9,248.7,4,0.8,0,0,481,228.7,208.3,249.1,2,0.4,0,0,481,229.2,208.7,249.7,0,0,0,0,497,236.8,216,257.6,1,0.2,0,0,479,228,210,246,1,0.2,0,0.6,492,234,216,253,1,0.2,0,0.6,26755,17155,6125,274,2597,604,2476,5109,3779,1511,4432,2278,17250,7729,13956,11023,4859,13956,4210,3354,351,476,344,134,908,1099,147,2.7,8.6,12.4,13.4,35.5,27751,25,131,44.00000000000,0.001644552,0.335877863,0.004896281,204.2366412
39,Kenwood,425,259,234.4,283.6,68,16,12.5,19.5,411,250.5,226.3,274.7,48,11.7,8.6,14.8,418,258.2,233.4,283,31,7.4,4.9,9.9,455,284.9,258.7,311.1,25,5.5,3.4,7.6,599,380.3,349.8,410.8,12,2,0.9,3.1,575,370.3,340,400.6,15,2.6,1.3,3.9,568,371,340.5,401.5,9,1.6,0.6,2.6,512,339.5,310.1,368.9,5,1,0,0,550,370.1,339.2,401,7,1.3,0.4,2.2,550,375.7,344.3,407.1,3,0.5,0,0,570,395.3,362.8,427.8,5,0.9,0,0,490,345.1,314.5,375.7,3,0.6,0,0,565,397.9,365.1,430.7,2,0.4,0,0,526,370,345,396,0,0,0,0,583,411,385,436,0,0,0,0,17074,2925,503,11690,1440,516,992,1491,2199,838,2942,3893,14069,2059,13955,2173,669,13955,351,79,770,90,40,135,172,266,270,2.4,21.7,15.7,11.3,35.4,35911,26,68,9.00000000000,0.000527117,0.132352941,0.003982664,251.0882353
6,Lake View,632,164.5,151.7,177.3,25,4,2.5,5.5,836,217.6,202.8,232.4,19,2.3,1.3,3.3,904,226,211.3,240.7,14,1.5,0.7,2.3,928,223.2,208.8,237.6,14,1.5,0.7,2.3,913,211.6,197.9,225.3,7,0.8,0.2,1.4,808,180.6,168.1,193.1,9,1.1,0.4,1.8,825,178.1,165.9,190.3,8,1,0.3,1.7,883,184.4,172.2,196.6,7,0.8,0.2,1.4,730,147.6,136.9,158.3,7,1,0.3,1.7,679,133,123,143,0,0,0,0,954,181.3,169.8,192.8,4,0.4,0,0,934,172.3,161.2,183.4,2,0.2,0,0,971,179.2,167.9,190.5,4,0.4,0,0,1065,196,186,207,2,0.2,0,0.4,1071,198,187,208,2,0.2,0,0.4,99876,78859,8099,3320,6735,2863,1542,4554,7238,2471,35819,24403,82162,12453,79899,14716,3734,79899,5107,1565,852,605,409,297,1326,3799,756,1.1,11.4,4.7,2.6,17,60058,5,576,51.00000000000,0.000510633,0.088541667,0.005767151,173.3958333
7,Lincoln Park,364,106.8,95.8,117.8,21,5.8,3.4,8.2,579,169.9,156.1,183.7,10,1.7,0.6,2.8,728,209,193.8,224.2,14,1.9,0.9,2.9,763,214.3,199.1,229.5,7,0.9,0.2,1.6,809,222.6,207.3,237.9,8,1,0.3,1.7,697,187.8,173.9,201.7,6,0.9,0.2,1.6,732,193.3,179.3,207.3,3,0.4,0,0,681,176.3,163.1,189.5,3,0.4,0,0,459,116.5,105.8,127.2,3,0.7,0,0,399,99.4,89.6,109.2,1,0.3,0,0,751,183.6,170.5,196.7,2,0.3,0,0,675,162,149.8,174.2,2,0.3,0,0,722,173.3,160.7,185.9,4,0.6,0,0,672,161,150,172,1,0.1,0,0.4,789,189,177,201,1,0.1,0,0.4,67260,53151,4675,3134,4243,2057,1205,2571,3321,1000,22458,16427,56046,7277,54755,8568,2131,54755,2680,1246,578,236,230,329,433,2635,201,0.8,12.3,5.1,3.6,21.5,71551,2,470,68.00000000000,0.001011002,0.144680851,0.006987809,143.106383
